seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,partner_energy_true,partner_energy_model,partner_energy_pred,partner_distress_self,has_food,partner_alive,transfer_event,lesion_mode
0,0,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
0,0,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
0,0,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
0,0,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
1,1,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
1,1,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
1,1,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
1,1,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
2,2,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
2,2,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
2,2,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
2,2,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
3,3,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
3,3,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
3,3,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
3,3,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
4,4,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
4,4,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
4,4,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
4,4,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
5,5,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
5,5,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
5,5,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
5,5,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
6,6,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
6,6,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
6,6,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
6,6,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
7,7,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
7,7,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
7,7,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
7,7,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
8,8,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
8,8,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
8,8,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
8,8,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
9,9,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
9,9,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
9,9,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
9,9,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
10,10,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
10,10,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
10,10,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
10,10,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
11,11,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
11,11,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
11,11,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
11,11,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
12,12,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
12,12,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
12,12,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
12,12,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
13,13,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
13,13,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
13,13,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
13,13,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
14,14,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
14,14,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
14,14,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
14,14,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
15,15,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
15,15,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
15,15,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
15,15,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
16,16,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
16,16,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
16,16,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
16,16,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
17,17,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
17,17,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
17,17,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
17,17,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
18,18,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
18,18,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
18,18,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
18,18,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
19,19,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
19,19,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
19,19,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
19,19,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
20,20,0,FoodShareToy,social_none,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.0,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
20,20,0,FoodShareToy,social_cognitive_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.0112499999999999,0.4999999999999999,0.0112499999999999,0.2774999999999999,0.9775,0.2887499999999999,0.5,0.2,0.06,1.36,1.075,0.19,0.2575,0.075,0.4424999999999999,1,1,0,none
20,20,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
20,20,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.3875,0.0737499999999999,0.4999999999999999,0.57375,0.1524999999999999,0.0,0.72625,0.5,0.2,0.06,1.36,1.075,0.44,0.3825,0.075,0.3174999999999999,1,1,1,none
