seed,episode,t,env_name,condition,agent_id,action,energy_true,energy_model,energy_pred,distress_self,distress_other_est,distress_coupled,pe,valence,arousal,Ns,internal,efference,g_eff,precision_eff,partner_energy_true,partner_energy_model,partner_energy_pred,partner_distress_self,has_food,partner_alive,transfer_event,lesion_mode,metabolic_load,x,partner_x,food_source_x,hazard_x
0,0,0,FoodShareToy,social_affective_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham,,,,,
0,0,0,FoodShareToy,social_full_direct,possessor,PASS,0.54,0.62625,0.38750000000000007,0.07374999999999998,0.49999999999999994,0.57375,0.15249999999999997,0.0,0.72625,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.44,0.3825,0.07500000000000002,0.31749999999999995,1,1,1,sham,,,,,
0,0,0,FoodShareToy,social_affective_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.011249999999999982,0.0,0.011249999999999982,0.27749999999999997,0.9775,0.28874999999999995,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.19,0.2575,0.07500000000000002,0.44249999999999995,1,1,0,coupling_off,,,,,
0,0,0,FoodShareToy,social_full_direct,possessor,EAT,0.79,0.68875,0.5125000000000001,0.011249999999999982,0.0,0.011249999999999982,0.27749999999999997,0.9775,0.28874999999999995,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.19,0.2575,0.07500000000000002,0.44249999999999995,1,1,0,coupling_off,,,,,
0,0,0,FoodShareToy,social_affective_direct,possessor,EAT,0.79,0.7075,0.4750000000000001,0.0,0.1499999999999999,0.1499999999999999,0.31499999999999995,0.7000000000000002,0.46499999999999986,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.19,0.2575,0.07500000000000002,0.44249999999999995,1,1,0,shuffle_partner,,,,,
0,0,0,FoodShareToy,social_full_direct,possessor,EAT,0.79,0.7075,0.4750000000000001,0.0,0.1499999999999999,0.1499999999999999,0.31499999999999995,0.7000000000000002,0.46499999999999986,0.5,0.2,0.06000000000000001,1.3599999999999999,1.075,0.19,0.2575,0.07500000000000002,0.44249999999999995,1,1,0,shuffle_partner,,,,,
0,0,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.7549999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.10999999999999999,1.1102230246251565e-16,0.6099999999999999,0.5,0.2,0.06000000000000001,1.0,1.0,0.19,0.2575,0.07500000000000002,0.44249999999999995,0,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.7762499999999999,0.6275,0.0,0.51,0.51,0.04249999999999998,0.0,0.5525,0.6295499669093315,0.3718199867637326,0.1535459960291198,2.278848,1.305,0.18,0.2740625,0.14687500000000003,0.42593749999999997,0,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.7806249999999999,0.6462499999999999,0.0,0.52,0.52,0.008750000000000036,0.0,0.52875,0.8478800189763921,0.5622439996487965,0.27615539711502285,2.2164262814263402,1.27625,0.16999999999999998,0.2752734375,0.167578125,0.42472656249999996,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.7790625,0.6481249999999998,0.0,0.53,0.53,-0.0031249999999999334,0.0,0.533125,0.877143922445936,0.6882039687676522,0.3997699686108117,2.172930775964199,1.264375,0.15999999999999998,0.27072753906249997,0.169091796875,0.4292724609375,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,4,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.6299999999999999,0.77203125,0.6440625,0.0,0.54,0.54,-0.014062500000000089,0.0,0.5540625000000001,0.8774680243387557,0.7639095909960936,0.5090118553263963,2.146396463614167,1.2665625,0.14999999999999997,0.2640228271484375,0.16340942382812496,0.43597717285156246,1,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.6149999999999999,0.762265625,0.63453125,0.0,0.55,0.55,-0.01953125000000011,0.0,0.5695312500000002,0.8790113151548877,0.8099502806596113,0.5992933829263608,2.129504083596647,1.27703125,0.13999999999999996,0.25650856018066404,0.15502853393554689,0.4434914398193359,1,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,6,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.5499999999999998,0.7261328125,0.6222656249999999,0.0,0.56,0.56,-0.07226562500000011,0.0,0.6322656250000002,0.8801433194637077,0.8380274961812498,0.6709136169028276,2.106565451936441,1.2847656250000001,0.12999999999999995,0.24869071006774898,0.14563570022583006,0.45130928993225095,1,1,0,sham,low,3.0,6.0,0.0,3.0
0,0,7,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.5349999999999998,0.7018164062499999,0.5836328124999999,0.0,0.5700000000000001,0.5700000000000001,-0.04863281250000007,0.0,0.6186328125000001,0.8846642716880031,0.8566822063839512,0.7266441937471646,2.1173436092405837,1.3161328125,0.11999999999999995,0.24075901627540583,0.13586338758468625,0.4592409837245941,1,1,0,sham,low,4.0,6.0,0.0,3.0
0,0,8,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.5199999999999998,0.6834082031249998,0.5568164062499998,0.01659179687500012,0.58,0.5965917968750001,-0.036816406250000044,0.0,0.6334082031250001,0.8836912475102452,0.8674858228344688,0.7688966824733559,2.071222575550099,1.30931640625,0.10999999999999996,0.23278463110327716,0.1259487703442573,0.46721536889672277,1,1,0,sham,low,5.0,6.0,0.0,3.0
0,0,9,SocialCorridorWorld,social_affective_direct,possessor,PASS,0.5099999999999998,0.6725280761718748,0.5317602539062498,0.027471923828125133,0.59,0.6174719238281251,-0.021760253906250027,0.0,0.6392321777343751,0.8847455869847677,0.8743897284945883,0.8005445962797255,2.045770552012964,1.3167041015625,0.35,0.3497942366637289,0.11598078887909646,0.35020576333627107,0,1,1,sham,low,5.0,6.0,0.0,3.0
0,0,10,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.4949999999999998,0.6309480285644529,0.5781600952148436,0.06905197143554709,0.35,0.41905197143554707,-0.0831600952148438,0.16189605712890587,0.5022120666503909,0.8851595072658126,0.8786976400030779,0.8239905093967312,2.0140543703381053,1.3196160888671875,0.33999999999999997,0.3886728387488983,0.26224279582966115,0.31132716125110166,0,1,0,sham,low,4.0,6.0,0.0,3.0
0,0,11,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.42999999999999977,0.5841055107116697,0.5236850357055661,0.11589448928833024,0.36,0.4758944892883302,-0.09368503570556636,0.04821102142333955,0.5695795249938966,0.8751658316326545,0.8772849166549086,0.8399788315741844,1.7739499622511916,1.2511060333251955,0.32999999999999996,0.39825231453083687,0.31084104843612287,0.3017476854691631,0,1,0,sham,low,3.0,6.0,0.0,3.0
0,0,12,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.41499999999999976,0.560289566516876,0.46263188838958713,0.13971043348312395,0.37,0.509710433483124,-0.047631888389587373,0.0,0.5573423218727114,0.880146841418321,0.8784296865602735,0.8515140880700112,1.8646410943001153,1.2847897624969482,0.31999999999999995,0.3968446179490638,0.3228153931635461,0.3031553820509362,0,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,13,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.39999999999999974,0.5451085874438284,0.430361958146095,0.15489141255617156,0.38,0.5348914125561716,-0.03036195814609527,0.0,0.5652533707022669,0.8792519112477845,0.8787585764352779,0.8596874345795913,1.8556607623044152,1.2786711609363557,0.30999999999999994,0.39131673173089887,0.32105577243632977,0.3086832682691011,0,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,14,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.38499999999999973,0.5331657202914355,0.4088857343047855,0.16683427970856446,0.39,0.5568342797085645,-0.023885734304785744,0.0,0.5807200140133502,0.8798309555756649,0.8791875280914327,0.8655374626331438,1.8281845259685852,1.2826266853511334,0.29999999999999993,0.384243774399087,0.3141459146636236,0.31575622560091293,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,15,SocialCorridorWorld,social_affective_direct,possessor,GET,0.3749999999999997,0.5249371451092881,0.3914571503642944,0.17506285489071183,0.4,0.5750628548907118,-0.01645715036429468,0.0,0.5915200052550065,0.8809578180201856,0.879895644062934,0.8698449170620808,1.805905390229392,1.290360007006675,0.2899999999999999,0.37659141539965757,0.3053047179988588,0.3234085846003424,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,16,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.6149999999999998,0.6431014294159829,0.3786714313866102,0.05689857058401704,0.41000000000000003,0.46689857058401707,0.23632856861338958,0.06620285883196586,0.7032271391974066,0.881740620077149,0.88063363446862,0.8730815322840425,1.7808940101065995,1.2957600026275031,0.2799999999999999,0.36872178077487155,0.29573926924957195,0.3312782192251284,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,17,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6049999999999998,0.6836630360309934,0.5238767867699786,0.016336963969006524,0.42000000000000004,0.43633696396900656,0.08112321323002114,0.12732607206198687,0.5174601771990277,0.8896467135030325,0.884238866082385,0.8764287324235452,1.7775447504848372,1.3516135695987033,0.2699999999999999,0.36077066779057676,0.28590222596858944,0.3392293322094232,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,0,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6849999999999999,0.7549999999999999,0.575,0.0,0.49999999999999994,0.49999999999999994,0.10999999999999999,1.1102230246251565e-16,0.6099999999999999,0.5,0.2,0.06000000000000001,1.0,1.0,0.19,0.2575,0.07500000000000002,0.44249999999999995,0,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,1,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6699999999999999,0.7762499999999999,0.6275,0.0,0.51,0.51,0.04249999999999998,0.0,0.5525,0.6295499669093315,0.3718199867637326,0.1535459960291198,2.278848,1.305,0.18,0.2740625,0.14687500000000003,0.42593749999999997,0,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,2,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.6549999999999999,0.7806249999999999,0.6462499999999999,0.0,0.52,0.52,0.008750000000000036,0.0,0.52875,0.8478800189763921,0.5622439996487965,0.27615539711502285,2.2164262814263402,1.27625,0.16999999999999998,0.2752734375,0.167578125,0.42472656249999996,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,3,SocialCorridorWorld,social_full_direct,possessor,GET,0.6449999999999999,0.7790625,0.6481249999999998,0.0,0.53,0.53,-0.0031249999999999334,0.0,0.533125,0.877143922445936,0.6882039687676522,0.3997699686108117,2.172930775964199,1.264375,0.15999999999999998,0.27072753906249997,0.169091796875,0.4292724609375,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,4,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.6299999999999999,0.77203125,0.6440625,0.0,0.54,0.54,-0.014062500000000089,0.0,0.5540625000000001,0.8774680243387557,0.7639095909960936,0.5090118553263963,2.146396463614167,1.2665625,0.14999999999999997,0.2640228271484375,0.16340942382812496,0.43597717285156246,1,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,5,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.6149999999999999,0.762265625,0.63453125,0.0,0.55,0.55,-0.01953125000000011,0.0,0.5695312500000002,0.8790113151548877,0.8099502806596113,0.5992933829263608,2.129504083596647,1.27703125,0.13999999999999996,0.25650856018066404,0.15502853393554689,0.4434914398193359,1,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,6,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.5499999999999998,0.7261328125,0.6222656249999999,0.0,0.56,0.56,-0.07226562500000011,0.0,0.6322656250000002,0.8801433194637077,0.8380274961812498,0.6709136169028276,2.106565451936441,1.2847656250000001,0.12999999999999995,0.24869071006774898,0.14563570022583006,0.45130928993225095,1,1,0,sham,low,3.0,6.0,0.0,3.0
0,0,7,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.5349999999999998,0.7018164062499999,0.5836328124999999,0.0,0.5700000000000001,0.5700000000000001,-0.04863281250000007,0.0,0.6186328125000001,0.8846642716880031,0.8566822063839512,0.7266441937471646,2.1173436092405837,1.3161328125,0.11999999999999995,0.24075901627540583,0.13586338758468625,0.4592409837245941,1,1,0,sham,low,4.0,6.0,0.0,3.0
0,0,8,SocialCorridorWorld,social_full_direct,possessor,RIGHT,0.5199999999999998,0.6834082031249998,0.5568164062499998,0.01659179687500012,0.58,0.5965917968750001,-0.036816406250000044,0.0,0.6334082031250001,0.8836912475102452,0.8674858228344688,0.7688966824733559,2.071222575550099,1.30931640625,0.10999999999999996,0.23278463110327716,0.1259487703442573,0.46721536889672277,1,1,0,sham,low,5.0,6.0,0.0,3.0
0,0,9,SocialCorridorWorld,social_full_direct,possessor,PASS,0.5099999999999998,0.6725280761718748,0.5317602539062498,0.027471923828125133,0.59,0.6174719238281251,-0.021760253906250027,0.0,0.6392321777343751,0.8847455869847677,0.8743897284945883,0.8005445962797255,2.045770552012964,1.3167041015625,0.35,0.3497942366637289,0.11598078887909646,0.35020576333627107,0,1,1,sham,low,5.0,6.0,0.0,3.0
0,0,10,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.4949999999999998,0.6309480285644529,0.5781600952148436,0.06905197143554709,0.35,0.41905197143554707,-0.0831600952148438,0.16189605712890587,0.5022120666503909,0.8851595072658126,0.8786976400030779,0.8239905093967312,2.0140543703381053,1.3196160888671875,0.33999999999999997,0.3886728387488983,0.26224279582966115,0.31132716125110166,0,1,0,sham,low,4.0,6.0,0.0,3.0
0,0,11,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.42999999999999977,0.5841055107116697,0.5236850357055661,0.11589448928833024,0.36,0.4758944892883302,-0.09368503570556636,0.04821102142333955,0.5695795249938966,0.8751658316326545,0.8772849166549086,0.8399788315741844,1.7739499622511916,1.2511060333251955,0.32999999999999996,0.39825231453083687,0.31084104843612287,0.3017476854691631,0,1,0,sham,low,3.0,6.0,0.0,3.0
0,0,12,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.41499999999999976,0.560289566516876,0.46263188838958713,0.13971043348312395,0.37,0.509710433483124,-0.047631888389587373,0.0,0.5573423218727114,0.880146841418321,0.8784296865602735,0.8515140880700112,1.8646410943001153,1.2847897624969482,0.31999999999999995,0.3968446179490638,0.3228153931635461,0.3031553820509362,0,1,0,sham,low,2.0,6.0,0.0,3.0
0,0,13,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.39999999999999974,0.5451085874438284,0.430361958146095,0.15489141255617156,0.38,0.5348914125561716,-0.03036195814609527,0.0,0.5652533707022669,0.8792519112477845,0.8787585764352779,0.8596874345795913,1.8556607623044152,1.2786711609363557,0.30999999999999994,0.39131673173089887,0.32105577243632977,0.3086832682691011,0,1,0,sham,low,1.0,6.0,0.0,3.0
0,0,14,SocialCorridorWorld,social_full_direct,possessor,LEFT,0.38499999999999973,0.5331657202914355,0.4088857343047855,0.16683427970856446,0.39,0.5568342797085645,-0.023885734304785744,0.0,0.5807200140133502,0.8798309555756649,0.8791875280914327,0.8655374626331438,1.8281845259685852,1.2826266853511334,0.29999999999999993,0.384243774399087,0.3141459146636236,0.31575622560091293,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,15,SocialCorridorWorld,social_full_direct,possessor,GET,0.3749999999999997,0.5249371451092881,0.3914571503642944,0.17506285489071183,0.4,0.5750628548907118,-0.01645715036429468,0.0,0.5915200052550065,0.8809578180201856,0.879895644062934,0.8698449170620808,1.805905390229392,1.290360007006675,0.2899999999999999,0.37659141539965757,0.3053047179988588,0.3234085846003424,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,16,SocialCorridorWorld,social_full_direct,possessor,EAT,0.6149999999999998,0.6431014294159829,0.3786714313866102,0.05689857058401704,0.41000000000000003,0.46689857058401707,0.23632856861338958,0.06620285883196586,0.7032271391974066,0.881740620077149,0.88063363446862,0.8730815322840425,1.7808940101065995,1.2957600026275031,0.2799999999999999,0.36872178077487155,0.29573926924957195,0.3312782192251284,0,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,17,SocialCorridorWorld,social_full_direct,possessor,GET,0.6049999999999998,0.6836630360309934,0.5238767867699786,0.016336963969006524,0.42000000000000004,0.43633696396900656,0.08112321323002114,0.12732607206198687,0.5174601771990277,0.8896467135030325,0.884238866082385,0.8764287324235452,1.7775447504848372,1.3516135695987033,0.2699999999999999,0.36077066779057676,0.28590222596858944,0.3392293322094232,1,1,0,sham,low,0.0,6.0,0.0,3.0
0,0,0,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6849999999999999,0.6924999999999999,0.7,0.007500000000000062,0.0,0.007500000000000062,-0.015000000000000013,0.9849999999999999,0.022500000000000075,0.5,0.2,0.06000000000000001,1.0,1.0,0.19,0.2575,0.07500000000000002,0.44249999999999995,0,1,0,coupling_off,low,2.0,6.0,0.0,3.0
0,0,1,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6699999999999999,0.6821875,0.6906249999999998,0.01781250000000001,0.0,0.01781250000000001,-0.020624999999999893,0.964375,0.0384374999999999,0.6044499913926666,0.36177999655706666,0.15053399896712003,1.0258800000000001,1.01125,0.18,0.2740625,0.14687500000000003,0.42593749999999997,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,2,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.6549999999999999,0.6708203124999998,0.677734375,0.029179687500000107,0.0,0.029179687500000107,-0.022734375000000084,0.9416406249999998,0.05191406250000019,0.6742375767743196,0.4867630286439678,0.2514027078701744,1.0473793480098468,1.0192187499999998,0.16999999999999998,0.2752734375,0.167578125,0.42472656249999996,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,3,SocialCorridorWorld,social_affective_direct,possessor,GET,0.6449999999999999,0.6615576171875,0.6635253906249998,0.03844238281250001,0.0,0.03844238281250001,-0.018525390624999916,0.923115234375,0.056967773437499925,0.7212528198323449,0.5805589451193187,0.3501495790449177,1.0655480864310738,1.0259570312500002,0.15999999999999998,0.27072753906249997,0.169091796875,0.4292724609375,1,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,4,SocialCorridorWorld,social_affective_direct,possessor,EAT,0.8849999999999999,0.7780841064453123,0.651947021484375,0.0,0.0,0.0,0.2330529785156249,1.0,0.2330529785156249,0.7529778885296501,0.6495265224834512,0.4399626620764778,1.0714316608815995,1.02848388671875,0.14999999999999997,0.2640228271484375,0.16340942382812496,0.43597717285156246,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,5,SocialCorridorWorld,social_affective_direct,possessor,RIGHT,0.8699999999999999,0.8240420532226561,0.7780841064453123,0.0,0.0,0.0,0.09191589355468754,1.0,0.09191589355468754,0.7874976613813988,0.7047149780426303,0.5193883568663236,1.1333202417083892,1.1165264892578124,0.13999999999999996,0.25650856018066404,0.15502853393554689,0.4434914398193359,0,1,0,coupling_off,low,1.0,6.0,0.0,3.0
0,0,6,SocialCorridorWorld,social_affective_direct,possessor,LEFT,0.8549999999999999,0.839521026611328,0.8240420532226561,0.0,0.0,0.0,0.03095794677734376,1.0,0.03095794677734376,0.8004401110385632,0.7430050312410035,0.5864733591787276,1.0110128010454935,1.0459579467773437,0.12999999999999995,0.24869071006774898,0.14563570022583006,0.45130928993225095,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,7,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8449999999999999,0.842260513305664,0.839521026611328,0.0,0.0,0.0,0.0054789733886718706,1.0,0.0054789733886718706,0.7842344418733668,0.7594967954939489,0.638380390073294,0.9507451945845368,1.0154789733886718,0.11999999999999995,0.24075901627540583,0.13586338758468625,0.4592409837245941,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,8,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8349999999999999,0.8386302566528319,0.842260513305664,0.0,0.0,0.0,-0.007260513305664129,1.0,0.007260513305664129,0.7750918852084423,0.7657348313797463,0.6765867224652297,0.9176798345193257,1.002739486694336,0.10999999999999996,0.23278463110327716,0.1259487703442573,0.46721536889672277,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,9,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8249999999999998,0.8318151283264159,0.8386302566528319,0.0,0.0,0.0,-0.013630256652832018,1.0,0.013630256652832018,0.7705217686879359,0.7676496063030221,0.7039055876165674,0.9049081023070598,1.0036302566528321,0.09999999999999996,0.2247942366637289,0.11598078887909646,0.47520576333627107,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,10,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8149999999999998,0.8234075641632079,0.8318151283264159,0.0,0.0,0.0,-0.016815128326416073,1.0,0.016815128326416073,0.7690794625966685,0.7682215488204807,0.7232003759777414,0.8955292647324005,1.006815128326416,0.08999999999999997,0.21679783874889832,0.10599279582966115,0.4832021612511016,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,11,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.8049999999999998,0.8142037820816039,0.8234075641632079,0.0,0.0,0.0,-0.0184075641632081,1.0,0.0184075641632081,0.7676846362531063,0.7680067837935309,0.7366422983224783,0.8839923927251692,1.008407564163208,0.07999999999999997,0.20879918953083684,0.09599729843612292,0.4912008104691631,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,12,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7949999999999998,0.8046018910408019,0.8142037820816039,0.0,0.0,0.0,-0.019203782081604115,1.0,0.019203782081604115,0.7655441130865471,0.7670217155107374,0.745756123478956,0.8715082940413975,1.009203782081604,0.06999999999999998,0.20079969607406378,0.08599898691354607,0.4992003039259362,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,13,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7849999999999998,0.7948009455204008,0.8046018910408019,0.0,0.0,0.0,-0.019601891040802122,1.0,0.019601891040802122,0.7629577455240851,0.7653961275160766,0.7516481246900922,0.8586776581831255,1.009601891040802,0.05999999999999998,0.1927998860277739,0.07599962009257974,0.5072001139722261,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
0,0,14,SocialCorridorWorld,social_affective_direct,possessor,STAY,0.7749999999999998,0.7849004727602003,0.7948009455204008,0.0,0.0,0.0,-0.019800945520401014,1.0,0.019800945520401014,0.7601036268787571,0.7632791272611488,0.7551374254614092,0.845798303999685,1.0098009455204011,0.049999999999999975,0.1847999572604152,0.06599985753471738,0.5152000427395848,0,1,0,coupling_off,low,0.0,6.0,0.0,3.0
